id,district_id,station_id,case_id,crime_type,lat,lng,timestamp,mo_text
INC-00020,KA-BLR-URB,KA-BLR-URB-ST01,,theft,12.977842,77.568218,2026-01-17T20:00:00,"Item stolen from residential lane during late night, no witnesses reported."
INC-00021,KA-BLR-URB,KA-BLR-URB-ST05,,burglary,12.945051,77.576317,2026-01-15T18:15:00,"Forced entry via residential lane, valuables removed, occupants absent."
INC-00022,KA-BLR-URB,KA-BLR-URB-ST02,CASE-00023,burglary,12.97893,77.566038,2025-12-06T17:30:00,"Forced entry via main market, valuables removed, occupants absent."
INC-00023,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00048,theft,13.011792,77.611562,2025-10-09T05:30:00,"Item stolen from bus stand during peak evening hours, no witnesses reported."
INC-00024,KA-BLR-URB,KA-BLR-URB-ST03,,cybercrime,13.038966,77.613423,2026-06-20T18:00:00,Victim reported unauthorized transaction linked to parking lot IP.
INC-00025,KA-BLR-URB,KA-BLR-URB-ST06,,vehicle_theft,12.995802,77.560072,2026-06-24T09:45:00,"Vehicle taken from main market, no forced entry signs."
INC-00026,KA-BLR-URB,KA-BLR-URB-ST01,,theft,13.000987,77.607467,2026-06-09T22:45:00,"Item stolen from main market during afternoon, no witnesses reported."
INC-00027,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00045,cybercrime,13.015498,77.633015,2026-03-16T12:30:00,Victim reported unauthorized transaction linked to parking lot IP.
INC-00028,KA-BLR-URB,KA-BLR-URB-ST05,,burglary,12.919567,77.633042,2026-01-19T13:45:00,"Forced entry via ATM kiosk, valuables removed, occupants absent."
INC-00029,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00054,chain_snatching,13.008163,77.616336,2026-05-07T10:30:00,"Snatched near bus stand, suspect fled on foot."
INC-00030,KA-BLR-URB,KA-BLR-URB-ST06,,robbery,12.902688,77.637843,2026-04-09T04:00:00,"Suspect(s) threatened victim near parking lot, cash/valuables taken."
INC-00031,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00031,chain_snatching,12.974685,77.613494,2025-10-27T09:30:00,"Snatched near main market, suspect fled on foot."
INC-00032,KA-BLR-URB,KA-BLR-URB-ST05,,robbery,13.044546,77.582833,2026-04-07T03:30:00,"Suspect(s) threatened victim near bus stand, cash/valuables taken."
INC-00033,KA-BLR-URB,KA-BLR-URB-ST05,,theft,12.958397,77.628578,2025-10-14T19:30:00,"Item stolen from bus stand during afternoon, no witnesses reported."
INC-00034,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00034,theft,12.980671,77.635342,2026-01-01T04:45:00,"Item stolen from bus stand during early morning, no witnesses reported."
INC-00035,KA-BLR-URB,KA-BLR-URB-ST03,,vehicle_theft,13.009076,77.650179,2025-12-20T11:30:00,"Vehicle taken from residential lane, no forced entry signs."
INC-00036,KA-BLR-URB,KA-BLR-URB-ST01,,vehicle_theft,12.947681,77.608912,2025-11-11T08:45:00,"Vehicle taken from ATM kiosk, no forced entry signs."
INC-00037,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00020,theft,13.010096,77.605894,2025-11-28T11:45:00,"Item stolen from residential lane during peak evening hours, no witnesses reported."
INC-00038,KA-BLR-URB,KA-BLR-URB-ST05,,chain_snatching,12.966639,77.614206,2025-10-29T00:15:00,"Snatched near bus stand, suspect fled on foot."
INC-00039,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00054,cybercrime,12.95318,77.562046,2026-05-09T05:15:00,Victim reported unauthorized transaction linked to parking lot IP.
INC-00040,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00037,cybercrime,12.924417,77.626916,2025-10-22T13:00:00,Victim reported unauthorized transaction linked to main market IP.
INC-00041,KA-BLR-URB,KA-BLR-URB-ST03,,chain_snatching,12.986645,77.586301,2025-11-28T12:00:00,"Snatched near bus stand, suspect fled on foot."
INC-00042,KA-BLR-URB,KA-BLR-URB-ST01,,robbery,12.970854,77.566298,2026-02-02T13:45:00,"Suspect(s) threatened victim near main market, cash/valuables taken."
INC-00043,KA-BLR-URB,KA-BLR-URB-ST02,,robbery,12.933899,77.646922,2025-11-09T16:00:00,"Suspect(s) threatened victim near parking lot, cash/valuables taken."
INC-00044,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00010,burglary,12.975346,77.536323,2025-12-15T07:00:00,"Forced entry via residential lane, valuables removed, occupants absent."
INC-00045,KA-BLR-URB,KA-BLR-URB-ST02,,vehicle_theft,12.955646,77.578195,2026-06-10T14:45:00,"Vehicle taken from parking lot, no forced entry signs."
INC-00046,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00005,chain_snatching,12.955347,77.635344,2026-05-29T14:30:00,"Snatched near parking lot, suspect fled on foot."
INC-00047,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00036,vehicle_theft,13.034462,77.576007,2026-04-07T09:00:00,"Vehicle taken from main market, no forced entry signs."
INC-00048,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00004,chain_snatching,12.902088,77.616933,2026-05-19T18:15:00,"Snatched near parking lot, suspect fled on foot."
INC-00049,KA-BLR-URB,KA-BLR-URB-ST03,,theft,12.917349,77.586333,2025-11-13T16:15:00,"Item stolen from bus stand during peak evening hours, no witnesses reported."
INC-00050,KA-BLR-URB,KA-BLR-URB-ST03,,cybercrime,12.962717,77.582799,2026-04-09T09:45:00,Victim reported unauthorized transaction linked to residential lane IP.
INC-00051,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00038,vehicle_theft,12.925531,77.51823,2026-04-16T09:30:00,"Vehicle taken from highway stretch, no forced entry signs."
INC-00052,KA-BLR-URB,KA-BLR-URB-ST03,,chain_snatching,12.961699,77.613026,2026-04-19T04:00:00,"Snatched near parking lot, suspect fled on foot."
INC-00053,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00012,robbery,13.006471,77.583552,2026-06-27T02:45:00,"Suspect(s) threatened victim near residential lane, cash/valuables taken."
INC-00054,KA-BLR-URB,KA-BLR-URB-ST04,,burglary,13.026862,77.635359,2026-01-07T07:15:00,"Forced entry via main market, valuables removed, occupants absent."
INC-00055,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00012,robbery,13.005199,77.534689,2026-06-27T01:30:00,"Suspect(s) threatened victim near bus stand, cash/valuables taken."
INC-00056,KA-BLR-URB,KA-BLR-URB-ST02,,chain_snatching,12.920263,77.551806,2026-05-13T01:45:00,"Snatched near highway stretch, suspect fled on foot."
INC-00057,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00037,chain_snatching,13.015904,77.590255,2026-01-28T17:15:00,"Snatched near ATM kiosk, suspect fled on foot."
INC-00058,KA-BLR-URB,KA-BLR-URB-ST03,,burglary,13.014946,77.609343,2026-04-14T16:45:00,"Forced entry via bus stand, valuables removed, occupants absent."
INC-00059,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00058,chain_snatching,12.896433,77.588279,2025-11-22T22:00:00,"Snatched near main market, suspect fled on foot."
INC-00060,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00024,theft,12.98312,77.723176,2026-01-22T14:30:00,"Item stolen from ATM kiosk during early morning, no witnesses reported."
INC-00061,KA-BLR-URB,KA-BLR-URB-ST03,,theft,12.992946,77.619625,2026-01-23T00:30:00,"Item stolen from highway stretch during afternoon, no witnesses reported."
INC-00062,KA-BLR-URB,KA-BLR-URB-ST04,,cybercrime,12.999282,77.597921,2025-12-11T22:45:00,Victim reported unauthorized transaction linked to parking lot IP.
INC-00063,KA-BLR-URB,KA-BLR-URB-ST02,CASE-00016,chain_snatching,12.909339,77.628917,2026-06-28T13:00:00,"Snatched near bus stand, suspect fled on foot."
INC-00064,KA-BLR-URB,KA-BLR-URB-ST04,,robbery,12.914857,77.565667,2025-11-02T03:45:00,"Suspect(s) threatened victim near parking lot, cash/valuables taken."
INC-00065,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00043,burglary,13.06473,77.650163,2026-05-08T00:30:00,"Forced entry via parking lot, valuables removed, occupants absent."
INC-00066,KA-BLR-URB,KA-BLR-URB-ST01,,cybercrime,13.00198,77.590963,2026-06-27T17:00:00,Victim reported unauthorized transaction linked to ATM kiosk IP.
INC-00067,KA-BLR-URB,KA-BLR-URB-ST01,,burglary,12.968257,77.558789,2026-04-01T02:30:00,"Forced entry via highway stretch, valuables removed, occupants absent."
INC-00068,KA-BLR-URB,KA-BLR-URB-ST01,,vehicle_theft,12.946454,77.598013,2026-03-30T17:30:00,"Vehicle taken from bus stand, no forced entry signs."
INC-00069,KA-BLR-URB,KA-BLR-URB-ST02,CASE-00013,theft,12.997844,77.571693,2025-11-02T22:45:00,"Item stolen from residential lane during late night, no witnesses reported."
INC-00070,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00056,chain_snatching,12.987038,77.515932,2026-06-21T12:45:00,"Snatched near main market, suspect fled on foot."
INC-00071,KA-BLR-URB,KA-BLR-URB-ST03,,cybercrime,12.889921,77.665123,2026-02-17T03:30:00,Victim reported unauthorized transaction linked to ATM kiosk IP.
INC-00072,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00039,theft,12.996823,77.593823,2026-06-12T11:30:00,"Item stolen from highway stretch during peak evening hours, no witnesses reported."
INC-00073,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00039,chain_snatching,12.966726,77.570944,2026-03-14T03:00:00,"Snatched near highway stretch, suspect fled on foot."
INC-00074,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00051,vehicle_theft,12.98656,77.58952,2026-03-29T14:00:00,"Vehicle taken from residential lane, no forced entry signs."
INC-00075,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00005,theft,12.97666,77.651958,2026-04-26T11:15:00,"Item stolen from bus stand during peak evening hours, no witnesses reported."
INC-00076,KA-BLR-URB,KA-BLR-URB-ST03,,robbery,12.924508,77.643493,2026-04-15T18:00:00,"Suspect(s) threatened victim near bus stand, cash/valuables taken."
INC-00077,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00008,cybercrime,12.996926,77.59876,2025-12-10T16:30:00,Victim reported unauthorized transaction linked to residential lane IP.
INC-00078,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00040,chain_snatching,12.951841,77.681514,2026-04-17T17:00:00,"Snatched near residential lane, suspect fled on foot."
INC-00079,KA-BLR-URB,KA-BLR-URB-ST04,,theft,12.955462,77.600397,2026-01-11T03:15:00,"Item stolen from ATM kiosk during late night, no witnesses reported."
INC-00080,KA-BLR-URB,KA-BLR-URB-ST06,,vehicle_theft,13.009123,77.543873,2026-03-13T21:30:00,"Vehicle taken from main market, no forced entry signs."
INC-00081,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00032,theft,13.021741,77.602957,2025-12-29T11:15:00,"Item stolen from bus stand during late night, no witnesses reported."
INC-00082,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00046,robbery,12.962105,77.546676,2026-05-28T17:15:00,"Suspect(s) threatened victim near main market, cash/valuables taken."
INC-00083,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00034,vehicle_theft,12.925693,77.662596,2025-11-07T04:30:00,"Vehicle taken from main market, no forced entry signs."
INC-00084,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00020,robbery,12.989639,77.624952,2026-01-02T04:45:00,"Suspect(s) threatened victim near main market, cash/valuables taken."
INC-00085,KA-BLR-URB,KA-BLR-URB-ST06,,theft,12.95196,77.588104,2026-01-24T11:30:00,"Item stolen from residential lane during late night, no witnesses reported."
INC-00086,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00040,robbery,12.961595,77.540996,2025-11-17T16:15:00,"Suspect(s) threatened victim near parking lot, cash/valuables taken."
INC-00087,KA-BLR-URB,KA-BLR-URB-ST05,,theft,12.976016,77.55331,2025-10-22T00:00:00,"Item stolen from highway stretch during afternoon, no witnesses reported."
INC-00088,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00052,vehicle_theft,12.95825,77.563755,2025-10-16T15:30:00,"Vehicle taken from residential lane, no forced entry signs."
INC-00089,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00039,cybercrime,13.020871,77.657034,2025-10-31T05:45:00,Victim reported unauthorized transaction linked to ATM kiosk IP.
INC-00090,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00030,chain_snatching,13.002986,77.625024,2026-03-26T12:15:00,"Snatched near parking lot, suspect fled on foot."
INC-00091,KA-BLR-URB,KA-BLR-URB-ST02,CASE-00056,cybercrime,13.031523,77.552379,2025-11-19T01:30:00,Victim reported unauthorized transaction linked to parking lot IP.
INC-00092,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00020,cybercrime,12.954225,77.594887,2026-03-10T06:15:00,Victim reported unauthorized transaction linked to parking lot IP.
INC-00093,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00019,burglary,12.888891,77.597254,2026-06-16T14:15:00,"Forced entry via parking lot, valuables removed, occupants absent."
INC-00094,KA-BLR-URB,KA-BLR-URB-ST06,,theft,12.962028,77.527317,2026-05-29T09:00:00,"Item stolen from ATM kiosk during late night, no witnesses reported."
INC-00095,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00019,robbery,13.014018,77.615722,2025-10-24T12:00:00,"Suspect(s) threatened victim near parking lot, cash/valuables taken."
INC-00096,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00022,burglary,12.935931,77.581037,2026-02-21T19:00:00,"Forced entry via main market, valuables removed, occupants absent."
INC-00097,KA-BLR-URB,KA-BLR-URB-ST02,CASE-00046,robbery,12.94901,77.633894,2026-01-10T19:45:00,"Suspect(s) threatened victim near main market, cash/valuables taken."
INC-00098,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00040,chain_snatching,12.969338,77.560944,2025-12-16T19:15:00,"Snatched near parking lot, suspect fled on foot."
INC-00099,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00002,vehicle_theft,12.931066,77.638667,2026-06-17T16:45:00,"Vehicle taken from parking lot, no forced entry signs."
INC-00100,KA-BLR-URB,KA-BLR-URB-ST04,,robbery,12.985807,77.526865,2026-03-07T23:00:00,"Suspect(s) threatened victim near ATM kiosk, cash/valuables taken."
INC-00101,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00047,robbery,12.915578,77.542167,2026-01-25T23:00:00,"Suspect(s) threatened victim near ATM kiosk, cash/valuables taken."
INC-00102,KA-BLR-URB,KA-BLR-URB-ST02,CASE-00010,burglary,12.948528,77.608647,2026-02-02T01:00:00,"Forced entry via main market, valuables removed, occupants absent."
INC-00103,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00043,vehicle_theft,12.933057,77.59987,2026-05-30T23:00:00,"Vehicle taken from bus stand, no forced entry signs."
INC-00104,KA-BLR-URB,KA-BLR-URB-ST02,,robbery,12.98228,77.622737,2026-05-24T17:30:00,"Suspect(s) threatened victim near residential lane, cash/valuables taken."
INC-00105,KA-BLR-URB,KA-BLR-URB-ST05,,chain_snatching,12.925978,77.597757,2026-03-02T07:30:00,"Snatched near highway stretch, suspect fled on foot."
INC-00106,KA-BLR-URB,KA-BLR-URB-ST05,,robbery,12.942584,77.617244,2026-02-18T09:00:00,"Suspect(s) threatened victim near highway stretch, cash/valuables taken."
INC-00107,KA-BLR-URB,KA-BLR-URB-ST02,,vehicle_theft,12.934642,77.539497,2026-02-26T01:30:00,"Vehicle taken from main market, no forced entry signs."
INC-00108,KA-BLR-URB,KA-BLR-URB-ST02,CASE-00040,robbery,12.969908,77.565065,2026-01-12T17:30:00,"Suspect(s) threatened victim near highway stretch, cash/valuables taken."
INC-00109,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00031,theft,13.027005,77.635145,2026-01-24T20:15:00,"Item stolen from main market during peak evening hours, no witnesses reported."
INC-00110,KA-BLR-URB,KA-BLR-URB-ST01,,cybercrime,12.963996,77.626499,2025-12-20T13:45:00,Victim reported unauthorized transaction linked to highway stretch IP.
INC-00111,KA-BLR-URB,KA-BLR-URB-ST01,,robbery,13.009131,77.668334,2025-11-15T20:15:00,"Suspect(s) threatened victim near highway stretch, cash/valuables taken."
INC-00112,KA-BLR-URB,KA-BLR-URB-ST02,,burglary,13.023335,77.597616,2025-10-19T12:45:00,"Forced entry via highway stretch, valuables removed, occupants absent."
INC-00113,KA-BLR-URB,KA-BLR-URB-ST01,,vehicle_theft,13.003113,77.629985,2026-03-21T09:45:00,"Vehicle taken from parking lot, no forced entry signs."
INC-00114,KA-BLR-URB,KA-BLR-URB-ST03,,burglary,12.970279,77.587994,2026-01-07T03:30:00,"Forced entry via highway stretch, valuables removed, occupants absent."
INC-00115,KA-BLR-URB,KA-BLR-URB-ST03,,burglary,12.954639,77.592967,2026-03-01T18:15:00,"Forced entry via parking lot, valuables removed, occupants absent."
INC-00116,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00025,cybercrime,12.977684,77.66129,2025-11-18T05:15:00,Victim reported unauthorized transaction linked to residential lane IP.
INC-00117,KA-BLR-URB,KA-BLR-URB-ST03,,chain_snatching,12.990156,77.602235,2026-03-04T18:00:00,"Snatched near highway stretch, suspect fled on foot."
INC-00118,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00015,vehicle_theft,12.975729,77.615618,2025-12-21T12:30:00,"Vehicle taken from main market, no forced entry signs."
INC-00119,KA-BLR-URB,KA-BLR-URB-ST02,,cybercrime,12.99559,77.523797,2026-05-21T23:30:00,Victim reported unauthorized transaction linked to highway stretch IP.
INC-00120,KA-BLR-URB,KA-BLR-URB-ST02,CASE-00037,robbery,13.028832,77.6433,2025-11-11T16:45:00,"Suspect(s) threatened victim near highway stretch, cash/valuables taken."
INC-00121,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00014,burglary,12.962037,77.549258,2026-01-12T18:15:00,"Forced entry via residential lane, valuables removed, occupants absent."
INC-00122,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00004,burglary,12.915845,77.573011,2026-05-17T01:45:00,"Forced entry via parking lot, valuables removed, occupants absent."
INC-00123,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00003,theft,12.916498,77.623246,2025-10-12T12:30:00,"Item stolen from highway stretch during late night, no witnesses reported."
INC-00124,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00009,theft,12.982594,77.484412,2025-10-31T02:45:00,"Item stolen from residential lane during peak evening hours, no witnesses reported."
INC-00125,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00043,cybercrime,12.986668,77.579447,2026-05-04T11:45:00,Victim reported unauthorized transaction linked to ATM kiosk IP.
INC-00126,KA-BLR-URB,KA-BLR-URB-ST03,,robbery,12.975902,77.483843,2025-11-30T05:45:00,"Suspect(s) threatened victim near bus stand, cash/valuables taken."
INC-00127,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00018,burglary,13.002364,77.670185,2026-05-06T17:45:00,"Forced entry via bus stand, valuables removed, occupants absent."
INC-00128,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00007,robbery,12.935459,77.570387,2025-10-17T21:45:00,"Suspect(s) threatened victim near main market, cash/valuables taken."
INC-00129,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00049,cybercrime,12.980535,77.5843,2025-10-25T07:00:00,Victim reported unauthorized transaction linked to ATM kiosk IP.
INC-00130,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00057,robbery,13.008127,77.640643,2026-02-26T07:30:00,"Suspect(s) threatened victim near parking lot, cash/valuables taken."
INC-00131,KA-BLR-URB,KA-BLR-URB-ST02,,theft,12.929612,77.615268,2026-04-30T09:30:00,"Item stolen from parking lot during late night, no witnesses reported."
INC-00132,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00025,vehicle_theft,12.991661,77.640076,2026-04-14T16:30:00,"Vehicle taken from ATM kiosk, no forced entry signs."
INC-00133,KA-BLR-URB,KA-BLR-URB-ST02,,cybercrime,12.951511,77.58704,2026-01-24T09:15:00,Victim reported unauthorized transaction linked to main market IP.
INC-00134,KA-BLR-URB,KA-BLR-URB-ST02,,vehicle_theft,13.025297,77.629855,2026-02-08T06:30:00,"Vehicle taken from main market, no forced entry signs."
INC-00135,KA-BLR-URB,KA-BLR-URB-ST02,,vehicle_theft,12.997264,77.657296,2025-10-27T08:45:00,"Vehicle taken from parking lot, no forced entry signs."
INC-00136,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00013,chain_snatching,12.991018,77.589883,2026-01-20T15:15:00,"Snatched near residential lane, suspect fled on foot."
INC-00137,KA-BLR-URB,KA-BLR-URB-ST04,,cybercrime,12.935444,77.628271,2026-02-02T22:15:00,Victim reported unauthorized transaction linked to bus stand IP.
INC-00138,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00047,robbery,12.896459,77.609183,2026-03-07T08:30:00,"Suspect(s) threatened victim near ATM kiosk, cash/valuables taken."
INC-00139,KA-BLR-URB,KA-BLR-URB-ST02,,theft,13.022119,77.599766,2026-04-08T10:45:00,"Item stolen from parking lot during late night, no witnesses reported."
INC-00140,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00054,burglary,12.972957,77.645176,2026-05-02T09:15:00,"Forced entry via residential lane, valuables removed, occupants absent."
INC-00141,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00047,vehicle_theft,12.978393,77.571206,2026-03-22T08:45:00,"Vehicle taken from highway stretch, no forced entry signs."
INC-00142,KA-BLR-URB,KA-BLR-URB-ST06,,robbery,12.938171,77.535375,2026-06-08T05:00:00,"Suspect(s) threatened victim near main market, cash/valuables taken."
INC-00143,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00033,theft,12.958011,77.598455,2025-12-10T20:15:00,"Item stolen from highway stretch during late night, no witnesses reported."
INC-00144,KA-BLR-URB,KA-BLR-URB-ST06,CASE-00034,theft,12.962986,77.545803,2026-06-05T21:45:00,"Item stolen from main market during peak evening hours, no witnesses reported."
INC-00145,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00016,burglary,12.989051,77.640289,2025-10-09T16:45:00,"Forced entry via main market, valuables removed, occupants absent."
INC-00146,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00045,chain_snatching,12.980775,77.654622,2026-02-14T12:00:00,"Snatched near ATM kiosk, suspect fled on foot."
INC-00147,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00001,cybercrime,12.966748,77.578705,2025-10-17T02:45:00,Victim reported unauthorized transaction linked to ATM kiosk IP.
INC-00148,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00056,robbery,12.953247,77.546226,2026-03-19T18:00:00,"Suspect(s) threatened victim near main market, cash/valuables taken."
INC-00149,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00055,robbery,12.931363,77.688414,2025-10-24T02:30:00,"Suspect(s) threatened victim near parking lot, cash/valuables taken."
INC-00150,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00037,theft,12.991742,77.560371,2025-12-13T22:45:00,"Item stolen from residential lane during late night, no witnesses reported."
INC-00151,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00023,vehicle_theft,13.012064,77.608795,2026-03-19T12:15:00,"Vehicle taken from highway stretch, no forced entry signs."
INC-00152,KA-BLR-URB,KA-BLR-URB-ST01,,chain_snatching,12.944192,77.603401,2026-03-24T19:45:00,"Snatched near main market, suspect fled on foot."
INC-00153,KA-BLR-URB,KA-BLR-URB-ST05,CASE-00040,vehicle_theft,12.963136,77.623476,2026-04-11T13:15:00,"Vehicle taken from parking lot, no forced entry signs."
INC-00154,KA-BLR-URB,KA-BLR-URB-ST01,,cybercrime,12.963876,77.611946,2025-11-12T08:15:00,Victim reported unauthorized transaction linked to highway stretch IP.
INC-00155,KA-BLR-URB,KA-BLR-URB-ST01,CASE-00028,chain_snatching,12.923323,77.610675,2026-03-07T14:30:00,"Snatched near main market, suspect fled on foot."
INC-00156,KA-BLR-URB,KA-BLR-URB-ST04,CASE-00051,chain_snatching,12.953813,77.62982,2025-11-22T00:00:00,"Snatched near parking lot, suspect fled on foot."
INC-00157,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00011,vehicle_theft,12.961962,77.572207,2026-04-30T12:00:00,"Vehicle taken from parking lot, no forced entry signs."
INC-00158,KA-BLR-URB,KA-BLR-URB-ST03,CASE-00027,burglary,12.950107,77.6611,2026-03-04T08:45:00,"Forced entry via main market, valuables removed, occupants absent."
